number_of_snps	CellType
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
2	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
2	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
1	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
3	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
2	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
1	BJAB-Engreitz
1	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
0	BJAB-Engreitz
